Name,Country,Industry,mvUsd
JG Summit Holdings Inc,Philippines,Industrials,1277305
JGC Holdings Corp,Japan,Industrials,64013837
JHM Consolidation Bhd,Malaysia,Technology,37983
JINS Holdings Inc,Japan,Health Care,5282747
JK Cement Ltd,India,Industrials,8901034
JK Lakshmi Cement Ltd,India,Industrials,5602926
JL Mag Rare-Earth Co Ltd,China,Industrials,24561555
JM AB,Sweden,Real Estate,27800604
JM Financial Ltd,India,Financials,2412228
JM Holdings Co Ltd,Japan,Consumer Staples,667560
JMDC Inc,Japan,Industrials,22953019
JMT Network Services PCL,Thailand,Industrials,1992204
JNBY Design Ltd,China,Consumer Discretionary,721421
JOST Werke AG,Germany,Consumer Discretionary,23392490
JOYY Inc,China,Technology,15925404
JP-Holdings Inc,Japan,Consumer Discretionary,650905
JPMorgan Chase & Co,United States,Financials,3800874480
JR Global Reit,South Korea,Real Estate,2169643
JS Global Lifestyle Co Ltd,Hong Kong,Consumer Discretionary,36290391
JSL SA,Brazil,Industrials,6597285
JSP Corp,Japan,Industrials,1326721
JSR Corp,Japan,Basic Materials,57100527
JSW Steel Ltd,India,Basic Materials,75955775
JTC PLC,United Kingdom,Financials,39292804
JTEKT Corp,Japan,Consumer Discretionary,19069760
JUMBO SA,Greece,Consumer Discretionary,21480270
JVCKenwood Corp,Japan,Consumer Discretionary,2417421
JW Cayman Therapeutics Co Ltd,Hong Kong,Health Care,1114120
JW Holdings Corp,South Korea,Health Care,898737
JW Pharmaceutical Corp,South Korea,Health Care,1684723
JWD Infologistics PCL,Thailand,Industrials,7807131
JYP Entertainment Corp,South Korea,Consumer Discretionary,91637332
Jabil Inc,United States,Technology,102655527
Jaccs Co Ltd,Japan,Financials,6852856
Jack Henry & Associates Inc,United States,Industrials,16096043
Jack in the Box Inc,United States,Consumer Discretionary,12910071
Jackson Financial Inc,United States,Financials,30748307
Jacobio Pharmaceuticals Group Co Ltd,Hong Kong,Health Care,3018208
Jacquet Metals SACA,France,Basic Materials,4178753
Jalles Machado SA,Brazil,Consumer Staples,7224628
Jamco Corp,Japan,Industrials,896717
James Fisher & Sons PLC,United Kingdom,Industrials,4697325
James Hardie Industries PLC,Australia,Industrials,115649992
Jamf Holding Corp,United States,Technology,9159426
Janus Henderson Group PLC,United States,Financials,17923016
Japan Airlines Co Ltd,Japan,Consumer Discretionary,82437776
Japan Airport Terminal Co Ltd,Japan,Industrials,45720692
Japan Aviation Electronics Industry Ltd,Japan,Technology,13381749
Japan Best Rescue System Co Ltd,Japan,Industrials,1064012
Japan Business Systems Inc,Japan,Technology,7666073
Japan Cash Machine Co Ltd,Japan,Industrials,797
Japan Display Inc,Japan,Technology,1201589
Japan Elevator Service Holdings Co Ltd,Japan,Industrials,18860954
Japan Excellent Inc,Japan,Real Estate,4490606
Japan Exchange Group Inc,Japan,Financials,128704248
Japan Hospice Holdings Inc,Japan,Health Care,3861949
Japan Hotel REIT Investment Corp,Japan,Real Estate,21003620
Japan Lifeline Co Ltd,Japan,Health Care,6472988
Japan Logistics Fund Inc,Japan,Real Estate,36058026
Japan Material Co Ltd,Japan,Industrials,37691664
Japan Medical Dynamic Marketing Inc,Japan,Health Care,5563946
Japan Metropolitan Fund Invest,Japan,Real Estate,82100770
Japan Post Bank Co Ltd,Japan,Financials,71090805
Japan Post Holdings Co Ltd,Japan,Financials,346067695
Japan Post Insurance Co Ltd,Japan,Financials,76341721
Japan Prime Realty Investment Corp,Japan,Real Estate,35568788
Japan Pulp & Paper Co Ltd,Japan,Basic Materials,2958839
Japan Real Estate Investment Corp,Japan,Real Estate,87438824
Japan Securities Finance Co Ltd,Japan,Financials,6785200
Japan Steel Works Ltd/The,Japan,Industrials,32154678
Japan Transcity Corp,Japan,Industrials,1786535
Japan Wool Textile Co Ltd/The,Japan,Basic Materials,4430595
Jardine Cycle & Carriage Ltd,Singapore,Consumer Discretionary,39195264
Jardine Matheson Holdings Ltd,Hong Kong,Industrials,168533616
Jasa Marga Persero Tbk PT,Indonesia,Industrials,25192580
Jasmine International PCL,Thailand,Telecommunications,968405
Jason Furniture Hangzhou Co Ltd,China,Consumer Discretionary,26301690
Jaya Real Property Tbk PT,Indonesia,Real Estate,3232730
Jayamas Medica Industri Tbk PT,Indonesia,Health Care,1741126
Jazeera Airways Co KSCP,Kuwait,Consumer Discretionary,65678229
Jefferies Financial Group Inc,United States,Financials,68262107
Jeil Pharmaceutical Co Ltd,South Korea,Health Care,937933
Jeisys Medical Inc,South Korea,Health Care,6184798
Jeju Air Co Ltd,South Korea,Consumer Discretionary,1100267
Jenoptik AG,Germany,Technology,58644583
Jentech Precision Industrial Co Ltd,Taiwan,Technology,17964815
Jeol Ltd,Japan,Industrials,24321207
Jeronimo Martins SGPS SA,Portugal,Consumer Staples,138062684
Jervois Global Ltd,Australia,Basic Materials,3032415
Jess-Link Products Co Ltd,Taiwan,Technology,2233355
JetBlue Airways Corp,United States,Consumer Discretionary,4916810
Jiangsu Changshu Rural Commercial Bank Co Ltd,China,Financials,14185819
Jiangsu Dingsheng New Energy Materials Co Ltd,China,Basic Materials,7925070
Jiangsu Eastern Shenghong Co Ltd,China,Basic Materials,22857343
Jiangsu Expressway Co Ltd,China,Industrials,13490905
Jiangsu Hengli Hydraulic Co Ltd,China,Industrials,19628807
Jiangsu Hengrui Pharmaceuticals Co Ltd,China,Health Care,44120667
Jiangsu Provincial Agricultural Reclamation and Development Corp,China,Consumer Staples,5450178
Jiangsu Yanghe Brewery Joint-Stock Co Ltd,China,Consumer Staples,28409755
Jiangsu Yangnong Chemical Co Ltd,China,Basic Materials,61161618
Jiangsu Yuyue Medical Equipment & Supply Co Ltd,China,Health Care,7149726
Jiangsu Zhongtian Technology Co Ltd,China,Telecommunications,32285346
Jiangxi Bank Co Ltd,China,Financials,889477
Jiangxi Copper Co Ltd,China,Basic Materials,34826047
Jiangyin Hengrun Heavy Industries Co ltd,China,Industrials,9458138
Jiayuan International Group Ltd,China,Real Estate,5
Jimoto Holdings Inc,Japan,Financials,3574
Jinan Shengquan Group Share Holding Co Ltd,China,Basic Materials,13538562
Jindal Saw Ltd,India,Basic Materials,1061112
Jindalee Resources Ltd,Australia,Basic Materials,2176863
Jinke Smart Services Group Co Ltd,China,Real Estate,3511
Jinmao Property Services Co Ltd,China,Real Estate,483
Jinsung T.E.C.,South Korea,Industrials,7013665
Jinxin Fertility Group Ltd,China,Health Care,29074130
Jiumaojiu International Holdings Ltd,China,Consumer Discretionary,25631907
John B Sanfilippo & Son Inc,United States,Consumer Staples,2927520
John Bean Technologies Corp,United States,Industrials,37359267
John Keells Holdings PLC,Sri Lanka,Industrials,11741140
John Keells Hotels PLC,Sri Lanka,Consumer Discretionary,1014836
John Wiley & Sons Inc,United States,Consumer Discretionary,7514775
John Wood Group PLC,United Kingdom,Energy,3968215
Johns Lyng Group Ltd,Australia,Financials,10122027
Johnson & Johnson,United States,Health Care,4498434823
Johnson Controls International plc,United States,Industrials,409257600
Johnson Electric Holdings Ltd,Hong Kong,Industrials,8209919
Johnson Health Tech Co Ltd,Taiwan,Consumer Discretionary,5479417
Johnson Matthey PLC,United Kingdom,Basic Materials,3066802
Johnson Outdoors Inc,United States,Consumer Discretionary,2076168
Joinn Laboratories China Co Ltd,China,Health Care,19099857
Joint Corp/The,United States,Health Care,521454
Jollibee Foods Corp,Philippines,Consumer Discretionary,62381661
Jones Lang LaSalle Inc,United States,Real Estate,74299410
Jonjee Hi-Tech Industrial And Commercial Holding Co Ltd,China,Industrials,10134533
Joshin Denki Co Ltd,Japan,Consumer Discretionary,1565216
Joy City Property Ltd,China,Real Estate,1460653
JoyCity Corp,South Korea,Consumer Discretionary,6069479
Joyful Honda Co Ltd,Japan,Consumer Discretionary,11522156
Ju Teng International Holdings Ltd,Hong Kong,Technology,1104284
Jubilant Foodworks Ltd,India,Consumer Discretionary,43349001
Jubilant Ingrevia Ltd,India,Health Care,4561189
Jubilant Pharmova Ltd,India,Health Care,28538624
Judo Capital Holdings Ltd,Australia,Financials,10656947
Juki Corp,Japan,Industrials,2184
Julius Baer Group Ltd,Switzerland,Financials,365564504
Jumbo Interactive Ltd,Australia,Consumer Discretionary,7744196
Jungheinrich AG,Germany,Industrials,19814589
Juniper Networks Inc,United States,Telecommunications,93191621
Jupiter Fund Management PLC,United Kingdom,Financials,5005974
Juroku Financial Group Inc,Japan,Financials,6205549
Just Dial Ltd,India,Technology,968362
Just Eat Takeaway.com NV,Netherlands,Technology,103305429
Just Group PLC,United Kingdom,Financials,30353437
Justsystems Corp,Japan,Technology,14058847
Jusung Engineering Co Ltd,South Korea,Technology,4874239
Juventus Football Club SpA,Italy,Consumer Discretionary,0
Jyske Bank A/S,Denmark,Financials,28370399
K Wah International Holdings Ltd,Hong Kong,Real Estate,8238882
K's Holdings Corp,Japan,Consumer Discretionary,19423350
K+S AG,Germany,Basic Materials,158201649
KAP Industrial Holdings Ltd,South Africa,Industrials,19780509
KAR Auction Services Inc,United States,Consumer Discretionary,10775816
KAWADA TECHNOLOGIES Inc,Japan,Industrials,4350199
KB Financial Group Inc,South Korea,Financials,317700158
KB Home,United States,Consumer Discretionary,29140680
KBC Ancora,Belgium,Financials,39685657
KBC Corp Ltd,China,Industrials,21245833
KBC Group NV,Belgium,Financials,214128598
KBR Inc,United States,Technology,84560520
KC Co Ltd,South Korea,Industrials,828270
KC Tech Co Ltd/New,South Korea,Technology,7482163
KCB Group PLC,Kenya,Financials,19755313
KCC Corp,South Korea,Industrials,6275699
KCC Glass Corp,South Korea,Industrials,2032995
KCE Electronics PCL,Thailand,Technology,20826113
KDDI Corp,Japan,Telecommunications,788697996
KE Holdings Inc,China,Real Estate,148837067
KEC International Ltd,India,Industrials,8416629
KEE TAI Properties Co Ltd,Taiwan,Real Estate,1827390
KEI Industries Ltd,India,Industrials,5736284
KEPCO Engineering & Construction Co Inc,South Korea,Industrials,4998501
KEPCO Plant Service & Engineering Co Ltd,South Korea,Industrials,5966757
KFC Holdings Japan Ltd,Japan,Consumer Discretionary,818811
KGHM Polska Miedz SA,Poland,Basic Materials,28520303
KGL Resources Ltd/Australia,Australia,Basic Materials,1503827
KH FEELUX Co Ltd,South Korea,Industrials,250898
KH Neochem Co Ltd,Japan,Basic Materials,11090805
KH Vatec Co Ltd,South Korea,Technology,1503849
KION Group AG,Germany,Industrials,69977479
KISCO Corp,South Korea,Basic Materials,766381
KISWIRE Ltd,South Korea,Basic Materials,1498485
KIWOOM Securities Co Ltd,South Korea,Financials,8321878
KKR & Co Inc,United States,Financials,252446211
KLA Corp,United States,Technology,577085888
KLab Inc,Japan,Technology,828673
KMC Kuei Meng International Inc,Taiwan,Consumer Discretionary,4272584
KMD Brands Ltd,New Zealand,Consumer Discretionary,15066040
KMW Co Ltd,South Korea,Telecommunications,5415178
KNOW IT AB,Sweden,Technology,1747776
KNT-CT Holdings Co Ltd,Japan,Consumer Discretionary,1582708
KOC Holding AS,Turkey,Energy,78777723
KOMEDA Holdings Co Ltd,Japan,Consumer Discretionary,787245
KPIT Technologies Ltd,India,Technology,12356894
KPJ Healthcare Bhd,Malaysia,Health Care,364050
KPP Group Holdings Co Ltd,Japan,Basic Materials,1278117
KPR Mill Ltd,India,Basic Materials,3879367
KRBL Ltd,India,Consumer Staples,3665988
KRUK SA,Poland,Financials,48362332
KSB SE & Co KGaA,Germany,Industrials,1514492
KSS LINE Ltd,South Korea,Industrials,2135612
KT Corp,South Korea,Telecommunications,300792
KT Skylife Co Ltd,South Korea,Consumer Discretionary,847294
KUMHOE&C Co Ltd,South Korea,Industrials,1408392
KWG Group Holdings Ltd,China,Real Estate,116
KWG Living Group Holdings Ltd,China,Real Estate,1052
KWS Saat SE & Co KGaA,Germany,Consumer Staples,15885039
KYB Corp,Japan,Consumer Discretionary,3641230
KYORIN Holdings Inc,Japan,Health Care,3199882
Kabel Deutschland Holding AG,Germany,Telecommunications,33138499
Kadant Inc,United States,Industrials,468233
Kadokawa Corp,Japan,Consumer Discretionary,22191138
Kaga Electronics Co Ltd,Japan,Technology,4705157
Kagome Co Ltd,Japan,Consumer Staples,21305214
Kaimei Electronic Corp,Taiwan,Technology,2411856
Kainos Group PLC,United Kingdom,Technology,39478486
Kaisa Group Holdings Ltd,China,Real Estate,69
Kaiser Aluminum Corp,United States,Basic Materials,9885890
Kajaria Ceramics Ltd,India,Industrials,103061482
Kajima Corp,Japan,Industrials,84742071
Kakaku.com Inc,Japan,Technology,32721540
Kakao Corp,South Korea,Technology,195872416
Kakao Games Corp,South Korea,Consumer Discretionary,11129907
KakaoBank Corp,South Korea,Financials,45740512
Kakaopay Corp,South Korea,Industrials,12131240
Kaken Pharmaceutical Co Ltd,Japan,Health Care,15058365
KalVista Pharmaceuticals Inc,United States,Health Care,1479764
Kalbe Farma Tbk PT,Indonesia,Health Care,72262806
Kalray SADIR,France,Technology,277518
Kamada Ltd,Israel,Health Care,130629
Kamakura Shinsho Ltd,Japan,Consumer Discretionary,1318984
Kaman Corp,United States,Industrials,5564051
Kameda Seika Co Ltd,Japan,Consumer Staples,488128
Kamei Corp,Japan,Energy,2097849
Kamigumi Co Ltd,Japan,Industrials,29696600
Kanaden Corp,Japan,Industrials,1582197
Kanagawa Chuo Kotsu Co Ltd,Japan,Consumer Discretionary,4919
Kanamic Network Co Ltd,Japan,Technology,743001
Kanamoto Co Ltd,Japan,Industrials,5105878
Kandenko Co Ltd,Japan,Industrials,10136498
Kaneka Corp,Japan,Basic Materials,26626947
Kanematsu Corp,Japan,Industrials,19145478
Kanematsu Electronics Ltd,Japan,Technology,3834295
Kangji Medical Holdings Ltd,China,Health Care,2625641
Kangmei Pharmaceutical Co Ltd,China,Health Care,28
Kangwon Land Inc,South Korea,Consumer Discretionary,18859093
Kansai Electric Power Co Inc/The,Japan,Utilities,64260280
Kansai Food Market Ltd,Japan,Consumer Staples,25262
Kansai Nerolac Paints Ltd,India,Industrials,4036895
Kansai Paint Co Ltd,Japan,Industrials,37849779
Kanto Denka Kogyo Co Ltd,Japan,Basic Materials,3429535
Kanzhun Ltd,China,Industrials,81259413
Kao Corp,Japan,Consumer Staples,249231227
Kaori Heat Treatment Co Ltd,Taiwan,Industrials,16392771
Kappa Create Co Ltd,Japan,Consumer Discretionary,254458
Kapsch TrafficCom AG,Austria,Industrials,462607
Kardex Holding AG,Switzerland,Industrials,23827134
Karnataka Bank Ltd/The,India,Financials,2716921
Karuna Therapeutics Inc,United States,Health Care,69663966
Kasai Kogyo Co Ltd,Japan,Consumer Discretionary,28115
Kasikornbank PCL,Thailand,Financials,169626315
Katakura Industries Co Ltd,Japan,Industrials,2462990
Katitas Co Ltd,Japan,Consumer Discretionary,17543902
Kato Sangyo Co Ltd,Japan,Consumer Staples,6315314
Kato Works Co Ltd,Japan,Industrials,296
Kaveri Seed Co Ltd,India,Consumer Staples,1807382
Kawai Musical Instruments Manufacturing Co Ltd,Japan,Consumer Discretionary,1235990
Kawasaki Heavy Industries Ltd,Japan,Industrials,56243764
Kawasaki Kisen Kaisha Ltd,Japan,Industrials,76071617
Kaynes Technology India Ltd,India,Technology,15535552
Kearny Financial Corp/MD,United States,Financials,4598935
KeePer Technical Laboratory Co Ltd,Japan,Consumer Discretionary,3600485
Keihan Holdings Co Ltd,Japan,Industrials,51424365
Keihanshin Building Co Ltd,Japan,Real Estate,3170180
Keikyu Corp,Japan,Industrials,35937951
Keio Corp,Japan,Consumer Discretionary,68525116
Keisei Electric Railway Co Ltd,Japan,Industrials,128548872
Keiyo Bank Ltd/The,Japan,Financials,4759792
Keiyo Co Ltd,Japan,Consumer Discretionary,1284399
Kelington Group Bhd,Malaysia,Industrials,1316662
Keller Group PLC,United Kingdom,Industrials,24306461
Kellogg Co,United States,Consumer Staples,127423070
Kelly Services Inc,United States,Industrials,1977300
Kelsian Group Ltd,Australia,Consumer Discretionary,4863207
Kemira Oyj,Finland,Basic Materials,35852927
Kemper Corp,United States,Financials,14366056
Kenda Rubber Industrial Co Ltd,Taiwan,Consumer Discretionary,5347175
Kenedix Office Investment Corp,Japan,Real Estate,28130510
Kenedix Residential Next Investment Corp,Japan,Real Estate,20931638
Kenedix Retail REIT Corp,Japan,Real Estate,11481694
Kenko Mayonnaise Co Ltd,Japan,Consumer Staples,1417277
Kennametal Inc,United States,Industrials,6066127
Kennedy-Wilson Holdings Inc,United States,Real Estate,16017010
Kenon Holdings Ltd/Singapore,Israel,Utilities,204550
Kepler Weber SA,Brazil,Industrials,3771023
Keppel Corp Ltd,Singapore,Energy,121489848
Keppel DC REIT,Singapore,Real Estate,23728009
Keppel Infrastructure Trust,Singapore,Basic Materials,24089221
Keppel Pacific Oak US REIT,Singapore,Real Estate,4977706
Keppel REIT,Singapore,Real Estate,15525502
Kering SA,France,Consumer Discretionary,1094262807
Kerjaya Prospek Group Bhd,Malaysia,Industrials,2594151
Kernel Holding SA,Poland,Consumer Staples,1339618
Kerry Express Thailand PCL,Thailand,Industrials,7754191
Kerry Group PLC,Ireland,Consumer Staples,7951660
Kerry Logistics Network Ltd,Hong Kong,Industrials,4595225
Kerry Properties Ltd,Hong Kong,Real Estate,20196665
Keshun Waterproof Technologies Co Ltd,China,Industrials,631539
Kesko Oyj,Finland,Consumer Staples,214849324
Kesm Industries Bhd,Malaysia,Technology,537058
Keurig Dr Pepper Inc,United States,Consumer Staples,269316052
Kewpie Corp,Japan,Consumer Staples,25994333
Key Coffee Inc,Japan,Consumer Staples,71888
KeyCorp,United States,Financials,130381262
Keyence Corp,Japan,Industrials,1425848283
Keyera Corp,Canada,Energy,52896905
Keymed Biosciences Inc,China,Health Care,12915073
Keysight Technologies Inc,United States,Industrials,257712165
Keywords Studios PLC,United Kingdom,Consumer Discretionary,9793072
Kforce Inc,United States,Industrials,8959222
Khang Dien House Trading and Investment JSC,Vietnam,Real Estate,8618895
Ki-Star Real Estate Co Ltd,Japan,Real Estate,6807860
Kia Corp,South Korea,Consumer Discretionary,192416071
Kiatnakin Phatra Bank PCL,Thailand,Financials,27869653
Kikkoman Corp,Japan,Consumer Staples,151690803
Kilroy Realty Corp,United States,Real Estate,350234538
Kimberly-Clark Corp,United States,Consumer Staples,430610132
Kimberly-Clark de Mexico SAB de CV,Mexico,Consumer Staples,46087654
Kimco Realty Corp,United States,Real Estate,236022168
Kinaxis Inc,Canada,Technology,33045961
Kinden Corp,Japan,Industrials,21768964
Kinder Morgan Inc,United States,Energy,247889311
Kindom Development Co Ltd,Taiwan,Real Estate,4402967
Kinepolis Group NV,Belgium,Consumer Discretionary,11479032
King Slide Works Co Ltd,Taiwan,Basic Materials,15160951
King Yuan Electronics Co Ltd,Taiwan,Technology,21952894
King's Town Bank Co Ltd,Taiwan,Financials,15344367
Kingboard Holdings Ltd,China,Basic Materials,25079398
Kingboard Laminates Holdings Ltd,China,Basic Materials,13492837
Kingdee International Software Group Co Ltd,China,Technology,60076931
Kingfisher PLC,United Kingdom,Consumer Discretionary,252198349
Kingsoft Cloud Holdings Ltd,China,Technology,814549
Kingsoft Corp Ltd,China,Consumer Discretionary,58554998
Kingspan Group PLC,Ireland,Industrials,220098676
Kinh Bac City Development Holding Corp,Vietnam,Real Estate,7082962
Kinik Co,Taiwan,Industrials,8201818
Kinki Sharyo Co Ltd/The,Japan,Industrials,443
Kinnevik AB,Sweden,Financials,76447140
Kino Polska TV SA,Poland,Consumer Discretionary,2063480
Kinpo Electronics,Taiwan,Consumer Discretionary,7988596
Kinross Gold Corp,Canada,Basic Materials,6677731
Kinsale Capital Group Inc,United States,Financials,28682468
Kinsus Interconnect Technology Corp,Taiwan,Technology,15832235
Kintetsu Department Store Co Ltd,Japan,Consumer Discretionary,1494714
Kintetsu Group Holdings Co Ltd,Japan,Industrials,88517059
Kintor Pharmaceutical Ltd,China,Health Care,2667909
Kirby Corp,United States,Industrials,42762055
Kirin Holdings Co Ltd,Japan,Consumer Staples,170167294
Kisoji Co Ltd,Japan,Consumer Discretionary,47633
Kissei Pharmaceutical Co Ltd,Japan,Health Care,5914965
Kita-Nippon Bank Ltd/The,Japan,Financials,531972
Kitagawa Corp,Japan,Industrials,82798
Kitano Construction Corp,Japan,Industrials,389761
Kitanotatsujin Corp,Japan,Consumer Staples,1017929
Kite Realty Group Trust,United States,Real Estate,44198306
Kitz Corp,Japan,Industrials,4273612
Kiwi Property Group Ltd,New Zealand,Real Estate,7262933
Kiyo Bank Ltd/The,Japan,Financials,6727373
Klabin SA,Brazil,Basic Materials,77777131
Klepierre SA,France,Real Estate,337916035
Kloeckner & Co SE,Germany,Basic Materials,16344087
Knight-Swift Transportation Holdings Inc,United States,Industrials,90026491
Knights Group Holdings PLC,United Kingdom,Industrials,3311845
Knorr-Bremse AG,Germany,Industrials,132940589
KnowBe4 Inc,United States,Technology,9642641
Knowles Corp,United States,Consumer Discretionary,14000201
KoMiCo Ltd,South Korea,Technology,10225452
Koa Corp,Japan,Technology,15956320
Koatsu Gas Kogyo Co Ltd,Japan,Basic Materials,1272773
Kobay Technology BHD,Malaysia,Industrials,8660653
Kobayashi Pharmaceutical Co Ltd,Japan,Health Care,67184038
Kobe Bussan Co Ltd,Japan,Consumer Staples,64128716
Kobe Steel Ltd,Japan,Basic Materials,5034035
Kocaer Celik Sanayi Ve Ticaret AS,Turkey,Basic Materials,13700056
Kodiak Sciences Inc,United States,Health Care,285827
Koei Tecmo Holdings Co Ltd,Japan,Consumer Discretionary,38725257
Koenig & Bauer AG,Germany,Industrials,4291114
Kogan.com Ltd,Australia,Consumer Discretionary,1513630
Koh Young Technology Inc,South Korea,Industrials,5606238
Kohl's Corp,United States,Consumer Discretionary,42156996
Kohnan Shoji Co Ltd,Japan,Consumer Discretionary,5075115
Koito Manufacturing Co Ltd,Japan,Consumer Discretionary,48859044
Kojamo Oyj,Finland,Real Estate,201836482
Kojima Co Ltd,Japan,Consumer Discretionary,852028
Kokuyo Co Ltd,Japan,Industrials,18154032
Kolmar Korea Co Ltd,South Korea,Consumer Discretionary,4468738
Kolmar Korea Holdings Co Ltd,South Korea,Consumer Discretionary,773936
Kolon Corp,South Korea,Basic Materials,810464
Kolon Industries Inc,South Korea,Basic Materials,5618658
Komatsu Ltd,Japan,Industrials,388151863
Komatsu Matere Co Ltd,Japan,Basic Materials,1784462
Komax Holding AG,Switzerland,Industrials,21300249
Komehyo Holdings Co Ltd,Japan,Consumer Discretionary,1606695
Komercni Banka AS,Czech Republic,Financials,13611654
Komeri Co Ltd,Japan,Consumer Discretionary,6034867
Komipharm International Co Ltd,South Korea,Health Care,1496899
Komori Corp,Japan,Industrials,3123330
Konami Group Corp,Japan,Consumer Discretionary,69788985
Kone Oyj,Finland,Industrials,369497834
Konecranes Oyj,Finland,Industrials,53353177
Konica Minolta Inc,Japan,Technology,21233622
Koninklijke Ahold Delhaize NV,Netherlands,Consumer Staples,847502590
Koninklijke BAM Groep NV,Netherlands,Industrials,14024101
Koninklijke DSM NV,Netherlands,Consumer Staples,500997200
Koninklijke KPN NV,Netherlands,Telecommunications,350118069
Koninklijke Philips NV,Netherlands,Health Care,346760449
Koninklijke Vopak NV,Netherlands,Industrials,55719984
Konishi Co Ltd,Japan,Basic Materials,2992663
Konoike Transport Co Ltd,Japan,Industrials,3319711
Kontoor Brands Inc,United States,Consumer Discretionary,20836829
Kontron AG,Germany,Technology,20846796
Koolearn Technology Holding Ltd,China,Consumer Discretionary,20182865
Korea Aerospace Industries Ltd,South Korea,Industrials,35898524
Korea Asset In Trust Co Ltd,South Korea,Real Estate,1115490
Korea Electric Terminal Co Ltd,South Korea,Industrials,2222259
Korea Gas Corp,South Korea,Utilities,5500710
Korea Investment Holdings Co Ltd,South Korea,Financials,30133860
Korea Petrochemical Ind Co Ltd,South Korea,Basic Materials,3909711
Korea Real Estate Investment & Trust Co Ltd,South Korea,Real Estate,1399096
Korea Shipbuilding & Offshore Engineering Co Ltd,South Korea,Industrials,39249090
Korea United Pharm Inc,South Korea,Health Care,672731
Korea Zinc Co Ltd,South Korea,Basic Materials,84751192
Korean Air Lines Co Ltd,South Korea,Consumer Discretionary,54151031
Korean Reinsurance Co,South Korea,Financials,5243667
Korian SA,France,Health Care,17341104
Korn Ferry,United States,Industrials,35031672
Kornit Digital Ltd,United States,Industrials,8438948
Kose Corp,Japan,Consumer Discretionary,28128100
Koshidaka Holdings Co Ltd,Japan,Consumer Discretionary,14582465
Kossan Rubber Industries Bhd,Malaysia,Health Care,8700663
Kotak Mahindra Bank Ltd,India,Financials,158711499
Kotobuki Spirits Co Ltd,Japan,Consumer Staples,26866211
Kourakuen Holdings Corp,Japan,Consumer Discretionary,199063
Kraft Heinz Co/The,United States,Consumer Staples,245496973
Krafton Inc,South Korea,Consumer Discretionary,66521216
Kratos Defense & Security Solutions Inc,United States,Industrials,12759576
Kri-Kri Milk Industry SA,Greece,Consumer Staples,1264268
Krishna Institute of Medical Sciences Ltd,India,Health Care,3204649
Krispy Kreme Inc,United States,Consumer Discretionary,5176574
Krka dd Novo mesto,Slovenia,Health Care,24758479
Kroger Co/The,United States,Consumer Staples,149092148
Krones AG,Germany,Industrials,68456537
Krosaki Harima Corp,Japan,Basic Materials,1455740
Krung Thai Bank PCL,Thailand,Financials,55369434
Krungthai Card PCL,Thailand,Financials,36963032
Krystal Biotech Inc,United States,Health Care,11282829
Ktima Kostas Lazaridis SA,Greece,Consumer Staples,244047
Kuaishou Technology,China,Technology,205344464
Kubota Corp,Japan,Industrials,227445075
Kuehne + Nagel International AG,Switzerland,Industrials,229399432
Kufu Co Inc,Japan,Industrials,5967528
Kuk-il Paper Manufacturing Co Ltd,South Korea,Basic Materials,284257
Kulicke & Soffa Industries Inc,United States,Technology,7326048
Kumagai Gumi Co Ltd,Japan,Industrials,9389806
Kumba Iron Ore Ltd,South Africa,Basic Materials,40643350
Kumho Petrochemical Co Ltd,South Korea,Basic Materials,18403770
Kumho Tire Co Inc,South Korea,Consumer Discretionary,2558934
Kumiai Chemical Industry Co Ltd,Japan,Basic Materials,5018674
Kung Long Batteries Industrial Co Ltd,Taiwan,Industrials,4671341
Kunlun Energy Co Ltd,China,Energy,41355499
Kuo Toong International Co Ltd,Taiwan,Industrials,2941370
Kuo Yang Construction Co Ltd,Taiwan,Real Estate,2159688
Kura Sushi Inc,Japan,Consumer Discretionary,13212324
Kurabo Industries Ltd,Japan,Basic Materials,2624891
Kuraray Co Ltd,Japan,Basic Materials,34369715
Kureha Corp,Japan,Industrials,16371065
Kurimoto Ltd,Japan,Basic Materials,1724901
Kurita Water Industries Ltd,Japan,Industrials,133205220
Kusuri no Aoki Holdings Co Ltd,Japan,Consumer Staples,17383244
Kuwait Finance House KSCP,Kuwait,Financials,134914674
Kwang Dong Pharmaceutical Co Ltd,South Korea,Health Care,1356231
Kweichow Moutai Co Ltd,China,Consumer Staples,674322888
Kymera Therapeutics Inc,United States,Health Care,5541544
Kyndryl Holdings Inc,United States,Technology,26154340
Kyobo Securities Co Ltd,South Korea,Financials,580788
Kyocera Corp,Japan,Technology,279452485
Kyodo Printing Co Ltd,Japan,Industrials,1530774
Kyoei Steel Ltd,Japan,Basic Materials,12508121
Kyokuto Kaihatsu Kogyo Co Ltd,Japan,Industrials,2961056
Kyokuto Securities Co Ltd,Japan,Financials,893800
Kyokuyo Co Ltd,Japan,Consumer Staples,2430710
Kyoritsu Maintenance Co Ltd,Japan,Consumer Discretionary,17441768
Kyosan Electric Manufacturing Co Ltd,Japan,Industrials,1277187
Kyowa Kirin Co Ltd,Japan,Health Care,91418262
Kyudenko Corp,Japan,Industrials,14250738
Kyung Dong Navien Co Ltd,South Korea,Industrials,10907228
Kyushu Electric Power Co Inc,Japan,Utilities,16759384
Kyushu Financial Group Inc,Japan,Financials,22663329
Kyushu Railway Co,Japan,Consumer Discretionary,63015304
